TransactionID,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,dist2,P_emaildomain,R_emaildomain,risk_score,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,M1,M2,M3,M4,M5,M6,M7,M8,M9
3000338,8588143,28.64,S,3188,288,150,discover,288,debit,330,87,10,,gmail.com,,0.068,4,1,4,1,2,2,1,1,2,1,4,1,2,4,71,,14,30,2,1,7,7,14,14,2,7,0,1,1,T,T,T,F,T,T,T,T,T
3000339,3350081,36.34,R,13962,562,150,mastercard,262,debit,204,87,10,,yahoo.com,,0.202,1,1,2,1,4,2,1,2,3,4,2,3,4,4,-5,,7,,,1,,,14,1,0,,14,1,14,T,T,T,T,T,T,T,T,T
3000340,389964,106.99,H,14383,483,150,discover,283,debit,204,87,10,,outlook.com,,0.034,4,2,1,3,1,4,2,1,2,2,2,3,3,2,-32,7,30,,30,2,0,,2,14,7,0,30,2,7,T,T,T,T,T,T,T,T,T
3000341,2734755,256.91,W,9798,398,150,amex,298,credit,299,87,10,,yahoo.com,,0.053,2,3,3,1,1,3,3,4,4,1,4,1,3,2,7,14,7,7,7,7,1,14,,30,1,0,14,7,2,T,F,T,F,T,T,T,T,T
3000342,8117489,272.2,H,3080,180,150,amex,280,debit,191,87,10,,aol.com,,0.095,4,1,3,1,4,2,2,3,1,3,1,3,4,4,46,14,2,30,7,14,0,0,30,0,1,2,14,1,,T,T,T,T,T,T,T,T,T
3000343,3056926,89.37,H,13272,372,150,discover,272,debit,299,87,10,,yahoo.com,,0.018,2,1,3,4,2,3,1,3,2,3,4,2,3,4,29,14,1,7,14,1,,30,1,2,14,14,,30,2,T,T,T,T,T,T,T,T,T
3000344,6867600,307.28,R,1512,112,150,discover,212,debit,330,87,10,,yahoo.com,,0.13,1,2,3,2,3,1,1,3,2,4,3,1,3,3,49,0,2,,2,1,0,1,30,1,2,14,1,,7,F,T,T,T,T,T,F,T,T
3000345,2734269,189.98,S,4190,290,150,visa,290,credit,330,87,10,,yahoo.com,,0.141,1,2,4,1,3,3,2,2,3,4,2,2,3,4,-24,0,2,,,14,14,7,,,7,14,7,2,2,T,T,F,T,T,F,T,T,T
3000346,8806832,129.45,S,11398,498,150,visa,298,debit,299,87,10,,hotmail.com,,0.17,3,3,2,2,1,2,2,1,3,3,1,2,1,3,83,7,0,14,1,30,30,7,14,30,1,30,0,2,2,T,T,T,T,T,T,T,T,T
3000347,4396865,255.59,C,13552,152,150,mastercard,252,credit,191,87,10,,outlook.com,,0.136,3,2,1,2,2,1,2,2,1,2,2,2,1,3,15,0,0,7,30,0,0,14,1,7,2,7,1,1,30,T,T,T,T,T,T,T,T,T
3000348,5983234,311.44,H,1793,393,150,mastercard,293,debit,204,87,10,,outlook.com,,0.085,3,2,1,4,4,2,1,4,1,2,4,1,4,2,10,7,30,1,1,7,,30,30,1,14,30,14,1,,T,T,T,T,T,T,T,T,T
3000349,8942054,269.75,C,14995,595,150,amex,295,credit,299,87,10,,yahoo.com,,0.002,1,4,4,4,2,2,4,3,2,1,3,3,3,4,92,30,30,0,1,7,14,,,,14,7,0,1,14,T,T,T,T,T,T,T,T,T
3000350,734599,113.67,S,6311,411,150,mastercard,211,debit,191,87,10,,aol.com,,0.062,1,1,2,3,4,1,2,2,1,1,3,4,4,4,-17,30,1,30,30,30,30,2,30,14,2,1,1,30,14,T,T,T,T,T,T,T,T,T
3000351,2248672,125.69,W,2325,425,150,mastercard,225,credit,330,87,10,,gmail.com,,0.063,1,1,3,2,4,3,2,1,2,1,4,4,1,2,16,14,7,0,14,0,1,7,0,30,1,30,1,0,1,T,T,T,T,T,T,T,F,T
3000352,4506497,69.21,C,13536,136,150,mastercard,236,debit,204,87,10,,gmail.com,,0.407,3,2,4,4,3,2,1,2,4,3,1,2,3,2,10,0,2,0,,14,30,7,30,14,1,2,,0,14,T,F,T,T,T,T,T,T,T
3000353,1806161,128.95,S,5411,511,150,amex,211,debit,299,87,10,,hotmail.com,,0.309,4,1,1,2,4,1,2,3,2,4,3,3,3,4,-7,,1,1,,0,2,0,30,,1,0,1,7,0,T,T,T,T,T,T,F,T,T
3000354,4829438,28.5,C,15130,230,150,visa,230,debit,299,87,10,,yahoo.com,,0.316,3,1,2,1,1,1,3,4,4,4,3,4,3,1,49,7,14,30,,2,2,2,7,,1,1,2,7,,T,T,T,F,T,T,T,T,T
3000355,9039676,230.46,W,1873,473,150,visa,273,credit,191,87,10,,yahoo.com,,0.248,1,4,1,2,1,4,4,1,2,1,4,2,3,1,92,,,2,2,14,2,7,2,1,,7,1,0,30,T,F,F,F,T,T,F,T,T
3000356,372412,65.79,W,17258,358,150,discover,258,credit,330,87,10,,yahoo.com,,0.221,2,1,3,1,2,2,4,1,1,1,3,4,4,4,-25,2,2,30,14,0,,0,,0,0,7,14,7,30,T,T,T,T,T,T,T,T,T
3000357,2773421,140.33,S,11323,423,150,mastercard,223,credit,204,87,10,,aol.com,,0.193,4,1,4,4,3,1,4,4,1,2,2,4,3,1,0,7,14,2,1,1,,1,,2,7,1,1,30,30,T,T,T,T,T,T,T,T,T
3000358,6554509,366.55,S,10473,573,150,discover,273,debit,191,87,10,,gmail.com,,0.231,1,1,4,1,2,1,3,1,1,2,3,4,2,1,21,7,0,30,,14,14,30,14,2,30,14,0,,,F,T,T,T,T,T,T,T,F
3000359,4204565,374.35,W,17608,208,150,visa,208,debit,330,87,10,,aol.com,,0.108,2,4,3,2,4,2,4,4,4,1,3,1,3,2,33,0,2,,0,,14,7,0,2,7,0,7,14,30,F,T,T,F,T,T,T,F,T
3000360,3367085,37.16,S,6954,554,150,discover,254,debit,191,87,10,,hotmail.com,,0.14,2,3,1,4,2,2,3,2,4,3,2,1,2,3,5,7,14,30,14,1,14,0,7,1,2,7,7,1,,T,T,T,T,T,T,T,T,T
3000361,4754890,256.83,C,3233,333,150,discover,233,debit,204,87,10,,aol.com,,0.243,2,2,4,4,1,3,2,2,1,3,3,1,4,3,28,,30,0,1,2,2,,2,7,1,2,0,14,0,T,T,T,T,T,T,T,T,T
3000362,9702129,284.87,R,2034,134,150,visa,234,debit,204,87,10,,aol.com,,0.189,4,4,2,1,3,1,4,3,4,1,2,3,2,4,73,7,2,14,7,14,30,14,14,,1,30,14,7,30,T,T,T,T,T,T,F,T,T
3000363,10434417,164.84,W,11211,311,150,discover,211,credit,330,87,10,,hotmail.com,,0.053,2,4,1,3,1,1,4,1,4,1,2,4,2,4,89,1,7,30,30,1,0,14,14,2,2,2,14,0,7,T,T,T,F,T,T,T,T,T
3000364,10244527,399.48,R,10611,211,150,discover,211,credit,191,87,10,,outlook.com,,0.384,1,4,3,3,2,2,1,4,2,2,3,3,4,4,80,1,,30,1,,7,2,30,2,0,0,7,30,2,T,F,T,T,F,T,T,T,T
3000365,10288638,23.48,C,8500,100,150,amex,200,debit,204,87,10,,yahoo.com,,0.265,4,1,1,1,2,3,1,1,3,3,4,1,1,1,81,7,14,14,7,7,30,7,14,1,1,,0,1,14,T,T,T,T,T,T,T,T,T
3000366,4926585,373.77,R,12742,342,150,amex,242,debit,191,87,10,,yahoo.com,,0.098,4,3,2,4,3,4,1,4,3,2,3,3,2,3,55,0,30,14,30,,1,14,2,2,2,,,2,0,T,T,T,T,T,F,T,T,F
3000367,2891242,268.07,C,15065,165,150,visa,265,credit,299,87,10,,gmail.com,,0.12,4,4,2,2,3,2,4,2,1,2,4,2,1,4,17,30,0,30,14,0,,,0,14,,7,1,,0,F,T,T,T,T,T,T,T,T
3000368,482674,251.37,C,7368,468,150,visa,268,debit,330,87,10,,aol.com,,0.281,4,4,4,3,1,4,3,2,3,3,3,3,3,3,-40,0,,14,1,,14,2,30,0,7,14,14,1,7,T,T,T,T,T,T,F,T,T
3000369,256920,280.77,R,4511,111,150,mastercard,211,debit,299,87,10,,aol.com,,0.158,3,3,4,2,4,1,3,4,2,3,4,2,1,1,-12,30,14,14,30,7,30,2,1,2,1,1,,14,30,T,T,T,T,T,T,T,T,T
3000370,5819662,110.54,W,6332,432,150,visa,232,debit,299,87,10,,gmail.com,,0.065,2,2,1,1,1,1,2,2,2,1,1,1,4,4,22,7,0,0,0,14,,30,14,30,,14,,30,7,T,T,T,T,T,T,T,T,T
3000371,6145359,330.78,W,1367,467,150,discover,267,credit,330,87,10,,gmail.com,,0.194,4,2,2,3,3,4,3,1,1,1,2,1,4,4,14,0,2,,,2,2,30,14,7,7,,0,2,0,T,T,T,T,T,T,F,T,F
3000372,4889509,180.39,W,15283,383,150,visa,283,credit,204,87,10,,gmail.com,,0.26,3,1,4,3,4,1,1,3,2,4,4,2,3,2,22,14,30,14,14,14,7,1,7,14,7,,0,14,1,T,T,T,T,T,T,T,T,T
3000373,5339755,398.1,S,4876,476,150,mastercard,276,debit,204,87,10,,hotmail.com,,0.076,1,2,4,3,4,2,4,1,3,1,1,3,2,1,53,7,2,2,14,2,0,7,7,7,2,30,0,30,30,F,T,T,T,T,T,T,F,T
3000374,6763432,317.94,W,13618,218,150,visa,218,credit,299,87,10,,hotmail.com,,0.033,1,3,3,3,2,1,3,3,3,4,1,3,4,2,75,,14,1,1,,,2,7,,0,30,14,0,30,F,T,T,T,T,T,T,T,T
3000375,2053142,81.92,R,16401,501,150,discover,201,debit,204,87,10,,gmail.com,,0.05,4,3,1,4,1,1,3,1,1,1,3,1,2,4,-32,0,,30,0,2,1,7,0,30,0,30,2,1,,F,T,T,T,T,T,T,T,T
3000376,9233047,71.74,W,2744,344,150,amex,244,credit,204,87,10,,outlook.com,,0.111,3,2,2,4,4,2,4,3,2,3,3,4,1,4,93,30,0,14,,30,14,1,7,1,,2,,14,0,F,T,T,F,T,T,T,T,F
3000377,465792,146.27,S,3317,417,150,mastercard,217,credit,191,87,10,,yahoo.com,,0.268,2,4,1,4,3,4,1,4,4,2,2,3,3,2,-16,2,1,2,,1,7,,30,,2,7,1,14,0,T,F,T,T,T,T,T,T,T
3000378,9130239,372.26,W,15598,198,150,amex,298,credit,191,87,10,,hotmail.com,,0.32,1,1,4,3,1,1,2,1,1,1,4,4,1,1,80,2,,2,30,7,30,7,0,30,30,1,1,30,0,T,T,F,T,T,T,T,F,F
3000379,10225845,139.75,W,13155,255,150,discover,255,debit,299,87,10,,gmail.com,,0.233,1,3,1,3,2,2,3,3,4,3,1,4,3,1,71,7,0,,7,30,1,,1,7,14,14,0,2,30,T,T,T,T,T,T,T,T,F
3000380,7174876,367.11,W,12998,598,150,amex,298,credit,204,87,10,,gmail.com,,0.104,2,1,2,4,1,3,1,1,3,1,2,3,2,3,57,,,1,2,30,14,2,1,0,2,7,0,0,0,T,T,T,T,T,T,T,T,F
3000381,7173719,171.16,S,1427,527,150,mastercard,227,debit,204,87,10,,gmail.com,,0.089,3,3,3,2,1,1,4,4,4,4,2,3,3,1,65,1,30,2,,0,0,7,1,7,2,2,1,7,1,T,T,T,F,T,T,T,T,T
3000382,779596,300.15,W,4121,221,150,visa,221,debit,204,87,10,,outlook.com,,0.265,4,4,4,2,2,1,3,3,4,3,4,3,2,1,-42,14,30,14,,7,2,1,7,0,1,,1,7,30,T,F,T,T,T,T,T,T,F
3000383,9868142,193.88,R,1277,377,150,visa,277,debit,191,87,10,,outlook.com,,0.103,2,4,2,1,2,1,3,1,4,1,3,1,4,1,67,0,14,7,1,14,2,2,14,14,0,30,14,2,14,T,T,T,T,F,T,T,T,T
3000384,1913146,165.05,S,16415,515,150,mastercard,215,credit,204,87,10,,gmail.com,,0.211,2,3,3,3,1,1,2,2,4,2,1,1,2,2,-9,2,14,1,30,,1,1,30,1,0,2,0,2,2,T,T,T,T,T,T,T,F,T
3000385,8138859,371.33,W,7927,527,150,amex,227,debit,191,87,10,,hotmail.com,,0.277,2,2,2,4,4,3,2,1,2,3,2,1,2,1,80,2,0,7,2,7,1,0,30,,0,2,30,,14,T,T,T,T,T,T,T,T,T
3000386,5157840,155.23,S,15416,516,150,visa,216,credit,204,87,10,,aol.com,,0.003,3,4,1,2,2,1,1,3,2,3,1,4,4,2,3,14,0,,,1,0,7,7,0,14,0,2,7,14,T,T,F,F,T,T,T,T,T
3000387,9382744,194.99,H,14686,286,150,visa,286,credit,299,87,10,,outlook.com,,0.155,4,4,2,3,2,2,4,3,1,3,4,2,4,2,66,,1,7,1,7,,0,0,2,1,2,1,,7,T,F,T,T,T,T,T,T,T
3000388,1725416,111.24,R,14355,455,150,discover,255,debit,204,87,10,,aol.com,,0.103,3,1,3,2,2,2,3,2,1,2,1,1,3,4,-12,0,2,30,2,2,,7,,30,7,30,14,30,2,T,T,T,T,T,T,T,T,T
3000389,4569716,290.6,R,15861,461,150,visa,261,credit,299,87,10,,hotmail.com,,0.083,2,3,2,1,2,3,3,3,1,1,3,3,1,3,45,,7,14,1,2,,2,14,7,7,2,,7,1,T,T,T,T,T,T,T,T,T
3000390,232201,350.64,R,8848,448,150,mastercard,248,debit,299,87,10,,yahoo.com,,0.209,2,4,1,3,3,3,2,1,4,4,2,4,2,1,-3,0,0,14,30,30,30,0,7,14,,2,1,1,0,T,T,T,T,T,T,T,T,T
3000391,1109804,126.72,R,15635,235,150,mastercard,235,debit,299,87,10,,outlook.com,,0.213,4,3,2,2,4,4,4,2,4,4,3,4,2,2,-16,0,0,2,0,30,,0,,30,30,2,,1,,T,T,T,T,T,T,T,F,T
3000392,393767,143.68,S,3060,160,150,visa,260,credit,204,87,10,,gmail.com,,0.245,1,3,2,1,2,4,1,4,2,1,2,1,2,4,-42,2,2,30,1,14,,7,1,30,0,14,30,1,14,F,T,T,T,T,T,T,T,T
3000393,8758660,150.71,R,16880,480,150,amex,280,credit,299,87,10,,yahoo.com,,0.09,4,2,3,2,2,2,4,4,1,3,1,4,4,1,48,14,7,0,14,1,7,14,7,,0,,14,,1,T,T,T,T,T,T,T,T,T
3000394,444932,25.38,W,13488,588,150,visa,288,credit,299,87,10,,outlook.com,,0.157,4,3,3,4,4,2,3,4,3,2,2,2,2,2,-49,1,30,14,0,30,0,,14,2,2,1,2,14,30,F,T,T,T,T,T,T,T,T
3000395,8031550,346.89,H,6055,155,150,discover,255,debit,204,87,10,,outlook.com,,0.281,1,1,1,3,4,4,3,1,2,1,4,3,2,3,89,0,30,14,2,1,0,30,0,1,,7,1,7,30,T,T,T,T,T,F,T,T,T
3000396,7396336,107.11,H,10398,498,150,amex,298,debit,330,87,10,,outlook.com,,0.423,4,3,1,1,3,3,4,3,1,1,4,2,3,4,75,7,2,,1,0,7,,0,,1,0,2,1,7,F,T,T,F,T,T,T,T,T
3000397,6997462,208.53,C,3330,430,150,discover,230,debit,330,87,10,,gmail.com,,0.266,1,2,4,4,4,2,1,2,2,4,4,1,4,3,37,14,14,14,14,7,30,14,7,2,1,,30,1,30,T,T,T,T,T,T,T,T,T
3000398,2261511,248.99,H,11117,217,150,visa,217,credit,330,87,10,,hotmail.com,,0.283,1,3,4,4,3,3,4,3,4,1,1,1,2,4,-2,7,7,2,2,14,30,,7,7,7,2,14,7,14,T,T,T,T,T,T,T,F,T
3000399,4691985,166.55,W,3917,517,150,mastercard,217,credit,330,87,10,,hotmail.com,,0.044,4,1,1,3,2,4,2,3,2,1,3,4,1,2,34,2,0,1,14,1,7,7,30,1,7,2,1,0,,F,T,T,T,T,F,T,T,T
3000400,6877173,152.5,R,11990,590,150,amex,290,debit,191,87,10,,outlook.com,,0.3,4,2,2,3,3,4,3,2,3,4,3,1,2,2,45,0,14,2,14,7,1,14,30,7,30,1,14,30,,T,T,T,T,T,T,T,T,T
3000401,1155860,79.92,S,9834,434,150,discover,234,credit,191,87,10,,yahoo.com,,0.56,3,4,2,2,1,2,1,1,3,3,4,3,4,1,6,30,14,1,14,0,,0,1,30,,2,0,1,,F,T,T,T,T,T,T,T,T
3000402,6277192,388.92,W,1075,175,150,amex,275,debit,299,87,10,,gmail.com,,0.065,2,3,2,2,4,2,2,1,2,2,3,4,3,2,28,7,1,30,0,0,2,1,30,7,30,14,7,14,30,T,T,T,T,T,T,F,T,T
3000403,8797214,335.85,R,13984,584,150,amex,284,debit,299,87,10,,aol.com,,0.358,4,3,2,1,3,2,3,1,2,2,3,1,2,2,91,14,14,2,7,7,2,1,7,,2,30,,,,T,T,T,F,T,T,T,T,T
3000404,2445992,353.57,C,4532,132,150,discover,232,credit,204,87,10,,yahoo.com,,0.193,2,4,3,3,2,1,2,3,3,2,1,1,2,2,26,14,14,,2,,7,1,1,0,1,2,30,,1,T,T,T,T,T,T,T,T,T
3000405,3290031,354.81,H,5338,438,150,mastercard,238,credit,330,87,10,,aol.com,,0.356,1,4,3,2,4,2,4,2,3,1,2,2,3,1,29,14,,30,2,7,7,,14,2,30,2,14,30,30,T,T,F,T,T,T,T,T,F
3000406,2847008,91.3,S,16907,507,150,discover,207,debit,204,87,10,,yahoo.com,,0.229,1,4,1,4,3,1,2,2,3,1,3,3,2,3,3,,0,7,0,1,1,1,7,7,30,2,1,1,14,F,F,T,F,T,T,T,T,T
3000407,10134398,301.21,C,7303,403,150,amex,203,credit,299,87,10,,hotmail.com,,0.299,1,2,1,3,4,3,1,3,2,4,4,3,2,4,97,30,30,1,1,14,30,2,7,1,2,1,7,7,7,T,T,T,F,T,T,T,T,T
3000408,10155814,235.55,W,6243,343,150,amex,243,debit,191,87,10,,gmail.com,,0.151,1,3,4,2,1,2,3,3,4,2,4,2,4,2,75,7,1,,14,30,2,30,,1,0,7,7,0,2,T,T,F,T,T,T,T,T,T
3000409,430312,274.15,W,17854,454,150,mastercard,254,debit,299,87,10,,aol.com,,0.108,2,1,3,3,1,3,2,4,4,4,4,3,1,1,-49,14,0,14,2,2,14,14,0,7,2,2,,1,,T,F,T,T,T,T,T,T,F
3000410,8863690,87.51,S,2395,495,150,amex,295,debit,191,87,10,,outlook.com,,0.217,4,2,2,3,2,1,2,4,2,2,1,2,2,1,42,30,0,0,2,1,14,2,14,1,,0,2,30,7,T,T,T,T,T,T,T,T,T
3000411,1098542,347.83,H,4667,267,150,visa,267,debit,330,87,10,,aol.com,,0.062,1,1,1,3,2,2,3,2,4,2,1,1,3,1,-41,,1,2,1,14,1,14,30,0,2,14,30,1,7,T,F,T,T,F,T,F,T,T
3000412,7417997,311.58,W,6600,200,150,mastercard,200,credit,204,87,10,,outlook.com,,0.224,2,2,4,4,1,3,1,4,2,4,4,1,2,4,47,2,,0,0,0,1,1,30,14,,1,1,1,30,T,T,T,T,T,T,T,T,T
3000413,9999213,207.34,R,14305,405,150,discover,205,debit,299,87,10,,gmail.com,,0.18,4,1,3,4,2,3,3,4,2,1,2,4,4,3,87,,7,14,7,,1,14,,2,14,,0,1,2,T,T,T,T,T,T,F,T,T
3000414,6559669,28.54,R,5472,572,150,discover,272,credit,191,87,10,,yahoo.com,,0.17,4,3,3,3,4,3,1,2,3,1,4,4,2,3,26,7,14,30,2,1,7,30,14,14,,14,0,7,2,T,T,T,T,F,T,T,T,T
3000415,2975612,140.09,S,1916,516,150,visa,216,debit,191,87,10,,gmail.com,,0.169,2,3,3,3,1,2,1,2,1,3,4,3,2,4,-24,,,30,0,14,2,7,,1,0,1,7,,2,T,T,T,T,T,T,T,T,T
3000416,4358375,56.89,R,12712,312,150,visa,212,credit,299,87,10,,outlook.com,,0.08,2,4,1,1,1,2,4,3,1,1,2,3,3,3,40,1,14,14,0,7,7,2,30,2,7,14,7,,2,T,T,T,T,T,F,T,T,T
3000417,4252181,319.21,R,2265,365,150,amex,265,credit,191,87,10,,outlook.com,,0.225,1,3,4,3,4,4,3,3,3,3,2,4,3,2,3,,,,1,14,1,2,0,7,,0,1,2,2,T,T,T,T,T,T,F,T,T
3000418,1978910,41.42,C,4330,430,150,discover,230,credit,191,87,10,,yahoo.com,,0.226,2,4,3,2,3,3,3,3,2,2,3,2,3,2,1,,2,0,7,0,14,2,7,2,14,0,7,0,0,T,T,T,F,T,T,T,T,T
3000419,4101237,247.73,R,2545,145,150,discover,245,debit,191,87,10,,yahoo.com,,0.143,3,3,4,2,3,3,2,1,3,2,4,1,2,2,36,14,1,7,0,,,0,30,1,1,,30,14,14,T,T,T,T,T,T,T,T,F
3000420,5764585,212.29,C,2226,326,150,discover,226,credit,204,87,10,,hotmail.com,,0.282,4,3,2,3,2,4,1,1,1,3,4,4,2,3,7,,7,7,0,30,7,7,30,7,1,14,,7,14,T,T,T,F,T,T,T,F,T
3000421,6902610,238.54,W,2725,325,150,visa,225,credit,204,87,10,,aol.com,,0.196,3,3,2,3,4,3,3,4,3,4,2,3,4,3,75,30,14,2,,14,1,14,30,0,,14,0,1,1,T,T,T,F,T,T,T,T,F
3000422,8192223,251.5,W,16163,263,150,amex,263,credit,299,87,10,,hotmail.com,,0.028,1,3,2,4,4,2,4,1,1,2,2,1,2,3,34,7,,14,0,,0,14,1,14,7,,14,0,2,T,T,T,T,T,T,T,T,T
3000423,9852570,300.4,S,1372,472,150,visa,272,credit,299,87,10,,gmail.com,,0.048,1,4,1,3,2,2,4,1,1,1,2,1,1,2,87,14,1,,14,7,2,1,30,,2,2,0,1,30,T,T,T,T,T,T,T,T,T
3000424,708977,133.75,H,11739,339,150,amex,239,credit,299,87,10,,outlook.com,,0.03,2,2,3,2,1,1,3,3,4,1,3,3,4,2,-48,30,2,,7,,7,1,14,7,14,1,2,2,,F,T,T,T,T,T,T,T,F
3000425,2133491,30.71,H,16930,530,150,visa,230,credit,191,87,10,,gmail.com,,0.238,3,2,3,3,4,3,1,3,1,1,2,1,2,4,8,0,2,1,7,7,1,7,1,,14,,0,2,30,T,T,T,F,T,T,T,T,F
3000426,1365319,306.89,C,15853,453,150,visa,253,debit,330,87,10,,yahoo.com,,0.285,2,3,4,3,3,3,1,2,3,4,2,4,1,4,-37,1,0,30,7,,14,14,0,,0,,7,,,T,T,T,F,T,T,T,T,T
3000427,2286385,379.9,W,2150,250,150,amex,250,debit,191,87,10,,yahoo.com,,0.021,2,1,1,1,3,2,4,1,2,2,4,2,3,3,-15,1,0,2,0,30,,1,,,1,0,14,0,30,T,T,T,T,T,T,T,T,T
3000428,1556159,122.04,R,16133,233,150,visa,233,debit,204,87,10,,gmail.com,,0.041,4,3,1,2,2,3,4,1,4,2,4,3,4,2,-23,1,2,0,7,,2,,1,1,2,0,2,,30,F,T,T,T,T,T,T,T,T
3000429,4678665,61.0,C,6648,248,150,mastercard,248,debit,330,87,10,,outlook.com,,0.168,1,3,2,4,4,2,1,3,2,4,1,1,3,4,25,14,2,0,0,0,7,1,1,2,,14,0,0,,T,F,T,F,F,T,T,T,F
3000430,6097895,235.22,S,7691,291,150,visa,291,credit,191,87,10,,gmail.com,,0.116,1,2,1,4,1,4,3,3,2,4,1,2,2,3,12,,,1,1,2,1,0,30,7,0,1,2,1,1,T,T,T,F,T,T,T,T,T
3000431,1643830,241.67,H,3696,296,150,discover,296,credit,299,87,10,,outlook.com,,0.074,1,2,3,3,3,3,1,4,1,2,1,1,1,3,-15,14,,0,1,,7,14,7,,30,2,30,14,,T,T,T,T,T,F,T,T,F
3000432,5429676,182.62,S,9365,465,150,visa,265,debit,191,87,10,,yahoo.com,,0.36,1,4,3,2,1,4,3,1,1,4,2,4,2,2,26,2,1,2,14,2,14,7,2,7,0,14,1,0,1,T,T,F,F,T,T,T,T,T
3000433,3578355,184.04,C,14442,542,150,visa,242,debit,204,87,10,,yahoo.com,,0.291,1,1,4,2,3,4,4,2,1,1,1,1,1,3,-11,7,,0,0,14,,,0,7,14,,30,30,1,T,T,T,T,T,T,T,T,T
3000434,3440814,395.82,W,12037,137,150,discover,237,debit,191,87,10,,outlook.com,,0.339,1,2,4,1,1,1,3,1,3,3,3,2,3,2,13,1,30,2,,,30,0,0,2,1,2,,1,2,T,T,F,F,T,T,T,T,T
3000435,3677960,378.51,S,15630,230,150,visa,230,debit,330,87,10,,outlook.com,,0.079,2,2,4,3,1,2,4,2,1,3,1,4,3,3,24,7,1,,2,30,1,7,2,1,1,2,7,0,0,T,T,F,F,T,T,T,T,T
3000436,8809178,390.33,R,6789,389,150,visa,289,debit,204,87,10,,hotmail.com,,0.093,2,2,4,1,1,1,2,2,2,4,1,3,1,2,52,30,2,14,30,2,0,7,30,7,7,,2,1,,T,T,F,F,T,T,F,T,F
3000437,3506047,295.65,C,9472,572,150,mastercard,272,credit,299,87,10,,outlook.com,,0.251,4,2,3,2,3,4,1,4,4,2,2,3,1,2,-19,7,30,1,7,7,0,14,7,,7,30,,7,2,T,T,T,T,T,F,F,T,T
3000438,1745042,124.9,W,14113,213,150,mastercard,213,credit,191,87,10,,outlook.com,,0.131,1,1,4,1,3,4,3,2,2,2,3,3,2,3,-7,2,30,7,30,,7,14,1,0,1,0,2,,30,T,T,T,T,T,T,T,T,T
3000439,1861181,117.58,H,12674,274,150,mastercard,274,debit,330,87,10,,hotmail.com,,0.155,4,2,3,2,3,3,2,1,3,4,1,4,4,3,9,,0,2,,0,,0,0,1,0,1,,2,2,T,F,T,T,T,T,T,F,T
3000440,974843,113.91,W,10141,241,150,discover,241,debit,204,87,10,,outlook.com,,0.128,1,2,2,1,2,1,4,1,1,1,3,1,1,2,-30,7,,0,1,0,,30,7,30,0,14,,7,,F,T,T,T,T,T,T,T,T
3000441,8653757,356.16,C,2493,593,150,amex,293,debit,330,87,10,,aol.com,,0.162,1,1,2,4,3,2,3,2,1,1,4,2,4,1,65,1,,7,14,,0,30,1,7,0,7,0,7,0,T,T,T,T,T,T,T,T,T
3000442,8720683,198.59,C,4639,239,150,mastercard,239,debit,299,87,10,,yahoo.com,,0.099,4,4,1,1,2,3,1,3,3,4,1,1,2,3,98,,2,1,,,1,1,7,1,1,,0,7,14,T,T,T,T,T,T,T,T,T
3000443,6789325,229.56,H,13597,197,150,mastercard,297,debit,204,87,10,,outlook.com,,0.203,3,1,1,4,3,2,4,1,1,4,1,2,2,3,39,,30,14,,2,,1,2,,1,30,30,30,0,T,T,T,T,T,T,T,T,T
3000444,6411550,129.65,R,8278,378,150,visa,278,credit,204,87,10,,yahoo.com,,0.074,1,4,4,3,4,3,4,2,2,3,2,3,1,1,23,2,0,,0,,2,7,7,2,,1,7,14,,F,T,F,T,T,F,F,T,F
3000445,9520027,141.62,W,14909,509,150,amex,209,credit,299,87,10,,aol.com,,0.152,3,2,4,1,4,2,2,4,1,2,3,3,4,3,107,2,7,,7,7,1,0,2,0,7,0,0,7,1,T,T,T,T,F,T,T,T,T
3000446,1429802,166.02,R,16199,299,150,mastercard,299,credit,191,87,10,,aol.com,,0.259,3,1,3,3,4,2,4,1,2,2,3,3,4,4,-25,7,1,14,14,,2,0,7,7,7,2,1,0,7,T,T,T,T,T,T,T,T,F
3000447,1704283,379.33,R,7778,378,150,visa,278,credit,299,87,10,,aol.com,,0.269,1,3,4,2,2,1,3,3,2,3,1,3,1,2,7,1,14,7,30,0,2,14,,7,7,2,,0,2,T,T,T,T,T,T,T,T,T
3000448,4638212,41.95,H,11540,140,150,mastercard,240,credit,191,87,10,,outlook.com,,0.005,2,4,2,4,2,2,1,2,2,2,4,1,1,1,35,7,,2,30,7,7,14,0,7,0,7,1,0,,T,T,T,T,T,T,T,T,T
3000449,6481030,98.79,W,14920,520,150,visa,220,debit,299,87,10,,outlook.com,,0.197,4,1,1,4,4,1,2,1,4,2,4,1,3,1,21,2,14,1,1,1,7,,7,1,2,2,7,14,1,T,T,T,F,T,T,T,T,T
3000450,8423411,118.84,C,14031,131,150,discover,231,debit,330,87,10,,aol.com,,0.091,1,2,1,4,2,3,1,3,4,1,2,4,4,4,81,30,2,,1,7,,1,14,30,2,2,1,14,7,T,T,T,F,T,T,T,T,T
